vehicle_id,model,city,state,latitude,longitude,fleet_zone,status,software_version,sensor_config,total_mileage_km,total_rides,avg_passenger_rating,safety_score,open_support_tickets,last_incident_type,days_since_last_incident,last_service_date,next_service_date,in_service_since
WM-099,Jaguar I-PACE Gen2,Austin,TX,30.27,-97.782,AUSTIN-2,INSPECTION,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,66799,2820,3.81,94.3,4,GNSS_DROPOUT,2,2026-05-12,2026-07-16,2025-02-24
WM-100,Jaguar I-PACE Gen2,Phoenix,AZ,33.4616,-112.0665,PHOENIX-4,ACTIVE,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,63027,2917,4.71,94.9,0,NONE,,2026-06-05,2026-07-03,2025-07-22
WM-101,Jaguar I-PACE Gen2,Los Angeles,CA,34.0066,-118.255,LOS-1,ACTIVE,weimo-av-4.3.1,LiDAR-4 + Camera-24 + Radar-4,39531,2637,4.28,92.5,3,GNSS_DROPOUT,67,2026-04-28,2026-06-27,2024-11-29
WM-102,Jaguar I-PACE Gen2,Los Angeles,CA,34.0361,-118.2294,LOS-2,INSPECTION,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,53193,1287,4.64,88.5,4,GNSS_DROPOUT,74,2026-03-11,2026-07-31,2024-01-15
WM-103,Jaguar I-PACE Gen3,Austin,TX,30.3058,-97.7615,AUSTIN-2,INSPECTION,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,25675,558,4.62,88.5,1,NONE,,2026-06-09,2026-07-26,2025-02-02
WM-104,Jaguar I-PACE Gen4,Seattle,WA,47.5999,-122.3421,SEATTLE-3,ACTIVE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,12799,3385,4.54,91.1,2,ROUTE_DEVIATION,45,2026-02-23,2026-06-25,2024-09-22
WM-105,Jaguar I-PACE Gen2,Austin,TX,30.2717,-97.761,AUSTIN-1,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,56148,4085,4.72,93.0,1,ROUTE_DEVIATION,10,2026-03-12,2026-08-12,2025-09-26
WM-106,Jaguar I-PACE Gen3,Los Angeles,CA,34.0637,-118.2502,LOS-1,INSPECTION,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,86986,3239,4.29,96.4,2,NONE,,2026-04-30,2026-08-15,2024-03-02
WM-107,Jaguar I-PACE Gen4,San Francisco,CA,37.7485,-122.4049,SAN-4,ACTIVE,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,55619,2401,4.72,88.4,0,LIDAR_DESYNC,3,2026-05-26,2026-09-04,2024-12-11
WM-108,Jaguar I-PACE Gen2,Austin,TX,30.2486,-97.7652,AUSTIN-2,MAINTENANCE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,66972,4186,4.23,94.1,3,NONE,,2026-03-08,2026-06-28,2025-08-22
WM-109,Jaguar I-PACE Gen2,San Francisco,CA,37.7449,-122.4558,SAN-3,INSPECTION,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,81619,782,4.1,96.0,3,ROUTE_DEVIATION,90,2026-04-17,2026-07-16,2025-10-02
WM-110,Jaguar I-PACE Gen4,Austin,TX,30.2966,-97.7422,AUSTIN-3,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,49889,3035,4.2,97.8,1,GNSS_DROPOUT,70,2026-04-05,2026-07-26,2025-08-14
WM-111,Jaguar I-PACE Gen2,Phoenix,AZ,33.405,-112.0842,PHOENIX-2,GROUNDED,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,11445,1778,4.44,95.0,1,COMFORT_COMPLAINT,59,2026-03-03,2026-08-28,2024-08-13
WM-112,Jaguar I-PACE Gen3,Seattle,WA,47.6202,-122.3639,SEATTLE-3,ACTIVE,weimo-av-4.2.1,LiDAR-4 + Camera-24 + Radar-4,24426,1598,4.54,89.5,4,NONE,,2026-04-15,2026-08-24,2025-08-06
WM-113,Jaguar I-PACE Gen2,Austin,TX,30.2446,-97.7306,AUSTIN-1,MAINTENANCE,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,47862,974,3.99,90.9,4,PERCEPTION_MISS,44,2026-04-08,2026-07-25,2024-03-27
WM-114,Jaguar I-PACE Gen4,Seattle,WA,47.5603,-122.2957,SEATTLE-3,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,85569,4156,4.47,97.7,4,LIDAR_DESYNC,84,2026-03-26,2026-09-04,2025-09-24
WM-115,Jaguar I-PACE Gen4,San Francisco,CA,37.7732,-122.3889,SAN-3,INSPECTION,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,82991,2006,4.51,95.4,2,AEB_FALSE_TRIGGER,63,2026-02-20,2026-09-07,2024-01-15
WM-116,Jaguar I-PACE Gen3,Austin,TX,30.2906,-97.707,AUSTIN-2,ACTIVE,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,28719,2100,4.28,91.6,2,NONE,,2026-05-18,2026-08-01,2024-11-03
WM-117,Jaguar I-PACE Gen3,Phoenix,AZ,33.4848,-112.0822,PHOENIX-1,GROUNDED,weimo-av-4.2.1,LiDAR-4 + Camera-24 + Radar-4,49827,1290,4.34,88.6,4,ROUTE_DEVIATION,57,2026-05-13,2026-07-07,2025-07-06
WM-118,Jaguar I-PACE Gen4,Los Angeles,CA,34.0527,-118.197,LOS-4,MAINTENANCE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,28885,2340,4.95,88.3,3,NONE,,2026-04-11,2026-07-28,2025-05-10
WM-119,Jaguar I-PACE Gen2,Seattle,WA,47.5696,-122.3557,SEATTLE-1,ACTIVE,weimo-av-4.3.1,LiDAR-5 + Camera-29 + Radar-6,72866,2747,4.81,97.7,3,NONE,,2026-05-08,2026-08-26,2024-12-07
WM-120,Jaguar I-PACE Gen2,Austin,TX,30.2997,-97.7308,AUSTIN-4,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,82747,2601,4.02,96.8,2,ROUTE_DEVIATION,9,2026-04-25,2026-08-22,2024-03-31
WM-121,Jaguar I-PACE Gen2,San Francisco,CA,37.7288,-122.398,SAN-4,ACTIVE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,52444,2584,4.88,93.8,0,LIDAR_DESYNC,25,2026-03-28,2026-08-23,2024-08-18
WM-122,Jaguar I-PACE Gen2,Seattle,WA,47.6094,-122.3112,SEATTLE-3,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,50987,4114,4.51,93.8,4,LIDAR_DESYNC,50,2026-03-27,2026-07-27,2025-02-13
WM-123,Jaguar I-PACE Gen2,Austin,TX,30.2652,-97.7407,AUSTIN-2,GROUNDED,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,22366,2006,4.47,96.3,5,AEB_FALSE_TRIGGER,76,2026-04-14,2026-07-22,2024-03-22
WM-124,Jaguar I-PACE Gen4,Austin,TX,30.2582,-97.7156,AUSTIN-4,ACTIVE,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,83047,4183,4.61,89.7,1,PERCEPTION_MISS,2,2026-04-18,2026-07-29,2024-08-21
WM-125,Jaguar I-PACE Gen2,San Francisco,CA,37.8161,-122.4352,SAN-3,INSPECTION,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,81516,1631,4.95,99.0,3,NONE,,2026-04-07,2026-08-06,2024-12-19
WM-126,Jaguar I-PACE Gen3,Los Angeles,CA,34.0582,-118.2003,LOS-4,MAINTENANCE,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,44569,2585,4.14,91.6,2,ROUTE_DEVIATION,36,2026-03-15,2026-07-15,2025-03-11
WM-127,Jaguar I-PACE Gen4,Los Angeles,CA,34.0678,-118.219,LOS-1,ACTIVE,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,59712,3652,4.2,92.0,3,LIDAR_DESYNC,37,2026-06-08,2026-07-25,2025-05-11
WM-128,Jaguar I-PACE Gen4,Phoenix,AZ,33.4084,-112.091,PHOENIX-2,GROUNDED,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,25992,747,4.51,95.3,1,PERCEPTION_MISS,31,2026-06-07,2026-09-12,2024-08-20
WM-129,Jaguar I-PACE Gen2,San Francisco,CA,37.757,-122.4048,SAN-2,INSPECTION,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,61334,2974,4.88,96.7,2,NONE,,2026-04-13,2026-09-10,2025-09-16
WM-130,Jaguar I-PACE Gen4,Seattle,WA,47.6439,-122.3812,SEATTLE-4,ACTIVE,weimo-av-4.2.1,LiDAR-4 + Camera-24 + Radar-4,30946,2011,4.81,90.1,2,LIDAR_DESYNC,4,2026-02-26,2026-08-08,2024-05-14
WM-131,Jaguar I-PACE Gen3,Seattle,WA,47.5724,-122.3362,SEATTLE-2,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,92058,2525,4.4,97.3,2,LIDAR_DESYNC,64,2026-04-15,2026-07-23,2025-03-28
WM-132,Jaguar I-PACE Gen4,Phoenix,AZ,33.4312,-112.0839,PHOENIX-4,ACTIVE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,82420,3062,4.67,97.5,4,LIDAR_DESYNC,78,2026-02-24,2026-09-08,2025-09-10
WM-133,Jaguar I-PACE Gen3,Phoenix,AZ,33.3995,-112.0586,PHOENIX-3,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,8895,1368,4.24,91.5,4,NONE,,2026-03-09,2026-07-23,2024-01-07
WM-134,Jaguar I-PACE Gen4,Phoenix,AZ,33.4203,-112.1106,PHOENIX-3,ACTIVE,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,48213,954,4.27,92.2,1,ROUTE_DEVIATION,88,2026-05-29,2026-09-08,2025-07-13
WM-135,Jaguar I-PACE Gen4,Austin,TX,30.2876,-97.7853,AUSTIN-1,INSPECTION,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,79989,4038,4.34,94.0,4,PERCEPTION_MISS,31,2026-03-18,2026-09-03,2024-05-18
WM-136,Jaguar I-PACE Gen4,San Francisco,CA,37.734,-122.4184,SAN-2,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,83065,2498,3.97,96.2,3,COMFORT_COMPLAINT,66,2026-04-18,2026-07-03,2025-10-21
WM-137,Jaguar I-PACE Gen4,Austin,TX,30.2245,-97.7507,AUSTIN-1,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,81912,536,4.44,96.6,4,ROUTE_DEVIATION,2,2026-04-24,2026-07-21,2023-12-30
WM-138,Jaguar I-PACE Gen2,San Francisco,CA,37.7698,-122.3777,SAN-4,MAINTENANCE,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,12159,1475,4.27,92.3,3,LIDAR_DESYNC,82,2026-03-12,2026-09-09,2024-11-25
WM-139,Jaguar I-PACE Gen4,Austin,TX,30.3007,-97.7175,AUSTIN-2,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,93660,3823,4.2,96.4,1,LIDAR_DESYNC,68,2026-04-24,2026-08-25,2025-02-14
WM-140,Jaguar I-PACE Gen4,Austin,TX,30.2204,-97.7271,AUSTIN-3,INSPECTION,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,77721,1853,4.75,90.2,0,PERCEPTION_MISS,58,2026-04-30,2026-07-08,2024-03-27
WM-141,Jaguar I-PACE Gen2,San Francisco,CA,37.7466,-122.383,SAN-4,ACTIVE,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,85849,437,4.31,93.0,4,AEB_FALSE_TRIGGER,31,2026-03-11,2026-06-24,2025-10-20
WM-142,Jaguar I-PACE Gen3,Phoenix,AZ,33.4045,-112.0291,PHOENIX-2,MAINTENANCE,weimo-av-4.3.1,LiDAR-5 + Camera-29 + Radar-6,83690,2749,4.69,92.8,2,COMFORT_COMPLAINT,30,2026-05-06,2026-07-07,2025-06-20
WM-143,Jaguar I-PACE Gen3,Austin,TX,30.2926,-97.7457,AUSTIN-2,MAINTENANCE,weimo-av-4.3.1,LiDAR-5 + Camera-29 + Radar-6,92320,3049,4.24,91.4,1,COMFORT_COMPLAINT,89,2026-04-21,2026-08-10,2025-04-30
WM-144,Jaguar I-PACE Gen4,Los Angeles,CA,34.0352,-118.2858,LOS-4,GROUNDED,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,15552,2603,4.27,90.8,2,SOFTWARE_BUG,71,2026-04-07,2026-07-06,2024-09-12
WM-145,Jaguar I-PACE Gen4,Los Angeles,CA,34.0325,-118.2028,LOS-2,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,14755,1399,4.23,93.5,2,AEB_FALSE_TRIGGER,9,2026-05-20,2026-09-02,2025-05-14
WM-146,Jaguar I-PACE Gen2,Phoenix,AZ,33.445,-112.0591,PHOENIX-3,INSPECTION,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,39797,3149,4.5,96.9,3,PERCEPTION_MISS,50,2026-02-16,2026-07-19,2025-02-04
WM-147,Jaguar I-PACE Gen4,Los Angeles,CA,34.0068,-118.2073,LOS-2,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,20924,3588,4.93,92.3,3,NONE,,2026-03-08,2026-07-29,2025-07-20
WM-148,Jaguar I-PACE Gen4,San Francisco,CA,37.7506,-122.3872,SAN-4,ACTIVE,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,46691,924,4.03,94.3,2,PERCEPTION_MISS,48,2026-04-02,2026-07-20,2024-02-28
WM-149,Jaguar I-PACE Gen2,Austin,TX,30.3117,-97.7263,AUSTIN-1,ACTIVE,weimo-av-4.3.1,LiDAR-4 + Camera-24 + Radar-4,30185,873,4.63,94.0,0,NONE,,2026-05-21,2026-08-27,2025-12-10
WM-150,Jaguar I-PACE Gen4,Austin,TX,30.2179,-97.7379,AUSTIN-4,ACTIVE,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,27795,337,4.05,95.6,0,NONE,,2026-04-27,2026-06-26,2025-12-04
WM-151,Jaguar I-PACE Gen4,San Francisco,CA,37.7775,-122.3879,SAN-2,MAINTENANCE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,10246,2357,4.74,90.8,4,SOFTWARE_BUG,22,2026-05-31,2026-07-01,2025-03-18
WM-152,Jaguar I-PACE Gen3,Austin,TX,30.2549,-97.7455,AUSTIN-1,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,82055,1296,4.94,89.1,3,PERCEPTION_MISS,38,2026-03-18,2026-06-29,2024-03-04
WM-153,Jaguar I-PACE Gen2,San Francisco,CA,37.7725,-122.4647,SAN-2,INSPECTION,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,64873,2941,4.7,90.4,4,GNSS_DROPOUT,67,2026-02-16,2026-06-24,2025-10-01
WM-154,Jaguar I-PACE Gen4,Los Angeles,CA,34.0184,-118.2697,LOS-4,MAINTENANCE,weimo-av-4.2.1,LiDAR-4 + Camera-24 + Radar-4,31508,4104,4.78,98.7,2,AEB_FALSE_TRIGGER,26,2026-03-30,2026-07-07,2024-11-13
WM-155,Jaguar I-PACE Gen3,Seattle,WA,47.6167,-122.3207,SEATTLE-2,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,18279,2351,4.66,97.6,2,COMFORT_COMPLAINT,6,2026-06-01,2026-08-13,2024-04-16
WM-156,Jaguar I-PACE Gen3,Austin,TX,30.2467,-97.7685,AUSTIN-4,GROUNDED,weimo-av-4.3.1,LiDAR-5 + Camera-29 + Radar-6,67054,2309,4.06,89.0,5,SOFTWARE_BUG,55,2026-05-21,2026-09-01,2025-10-02
WM-157,Jaguar I-PACE Gen2,San Francisco,CA,37.7382,-122.4507,SAN-3,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,59068,1597,4.21,96.8,0,GNSS_DROPOUT,0,2026-05-05,2026-08-14,2024-09-13
WM-158,Jaguar I-PACE Gen4,Seattle,WA,47.595,-122.3736,SEATTLE-4,MAINTENANCE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,11442,667,4.21,88.1,3,GNSS_DROPOUT,76,2026-03-29,2026-07-30,2024-05-23
WM-159,Jaguar I-PACE Gen4,Phoenix,AZ,33.4284,-112.0457,PHOENIX-2,MAINTENANCE,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,30216,868,4.11,93.0,3,ROUTE_DEVIATION,63,2026-05-26,2026-06-27,2024-12-12
WM-160,Jaguar I-PACE Gen4,Los Angeles,CA,34.0402,-118.2075,LOS-4,ACTIVE,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,85831,2825,4.02,91.8,4,GNSS_DROPOUT,17,2026-05-06,2026-06-19,2024-09-22
WM-161,Jaguar I-PACE Gen4,Los Angeles,CA,34.0757,-118.2304,LOS-4,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,47378,1613,4.49,99.1,2,PERCEPTION_MISS,61,2026-05-04,2026-07-11,2024-05-06
WM-162,Jaguar I-PACE Gen3,Phoenix,AZ,33.4927,-112.103,PHOENIX-1,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,55843,766,4.87,99.0,3,PERCEPTION_MISS,75,2026-04-05,2026-07-12,2025-02-21
WM-163,Jaguar I-PACE Gen3,San Francisco,CA,37.7728,-122.4293,SAN-4,GROUNDED,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,26242,2894,4.15,88.9,5,ROUTE_DEVIATION,84,2026-05-25,2026-08-12,2024-07-16
WM-164,Jaguar I-PACE Gen2,Austin,TX,30.3139,-97.7599,AUSTIN-1,MAINTENANCE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,22335,3449,4.09,94.5,3,COMFORT_COMPLAINT,21,2026-03-23,2026-09-05,2024-10-02
WM-165,Jaguar I-PACE Gen2,San Francisco,CA,37.7939,-122.4543,SAN-4,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,74935,3359,4.4,96.9,4,PERCEPTION_MISS,57,2026-04-27,2026-08-08,2025-11-21
WM-166,Jaguar I-PACE Gen3,Austin,TX,30.2655,-97.7455,AUSTIN-4,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,23213,3705,4.88,97.0,4,LIDAR_DESYNC,44,2026-05-05,2026-08-01,2024-09-24
WM-167,Jaguar I-PACE Gen2,Austin,TX,30.2332,-97.7371,AUSTIN-2,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,23084,392,4.78,93.9,4,GNSS_DROPOUT,86,2026-03-03,2026-07-10,2024-08-30
WM-168,Jaguar I-PACE Gen3,Phoenix,AZ,33.4373,-112.0535,PHOENIX-2,GROUNDED,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,32430,2923,4.56,93.2,4,SOFTWARE_BUG,3,2026-03-11,2026-09-05,2025-05-20
WM-169,Jaguar I-PACE Gen4,Los Angeles,CA,34.0335,-118.2548,LOS-4,GROUNDED,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,78371,1065,4.22,94.1,6,PERCEPTION_MISS,58,2026-05-30,2026-07-22,2024-11-10
WM-170,Jaguar I-PACE Gen3,Seattle,WA,47.5867,-122.3638,SEATTLE-2,ACTIVE,weimo-av-4.4.0-beta,LiDAR-6 + Camera-32 + Radar-8,88918,1006,4.74,91.6,1,ROUTE_DEVIATION,78,2026-03-30,2026-06-29,2024-01-06
WM-171,Jaguar I-PACE Gen3,Phoenix,AZ,33.4273,-112.1053,PHOENIX-2,MAINTENANCE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,83340,1871,4.29,94.4,3,NONE,,2026-03-24,2026-08-26,2024-09-11
WM-172,Jaguar I-PACE Gen3,Seattle,WA,47.6051,-122.3738,SEATTLE-4,ACTIVE,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,25895,1099,4.74,96.2,3,NONE,,2026-04-22,2026-08-20,2025-11-15
WM-173,Jaguar I-PACE Gen2,Phoenix,AZ,33.4759,-112.0417,PHOENIX-1,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,78465,1482,3.99,94.6,2,NONE,,2026-04-02,2026-08-21,2024-12-06
WM-174,Jaguar I-PACE Gen2,Seattle,WA,47.6012,-122.3472,SEATTLE-3,GROUNDED,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,79611,1195,4.94,98.1,1,GNSS_DROPOUT,83,2026-03-09,2026-07-20,2025-09-18
WM-175,Jaguar I-PACE Gen2,Austin,TX,30.2742,-97.7399,AUSTIN-2,GROUNDED,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,85060,3122,4.2,97.4,1,SOFTWARE_BUG,21,2026-03-27,2026-07-06,2024-04-14
WM-176,Jaguar I-PACE Gen3,Seattle,WA,47.6263,-122.3688,SEATTLE-1,ACTIVE,weimo-av-4.3.1,LiDAR-4 + Camera-24 + Radar-4,45923,2645,4.11,99.4,1,GNSS_DROPOUT,17,2026-03-09,2026-08-10,2025-07-20
WM-177,Jaguar I-PACE Gen2,Los Angeles,CA,34.0425,-118.2187,LOS-4,GROUNDED,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,72154,882,4.46,88.9,1,ROUTE_DEVIATION,80,2026-04-21,2026-08-06,2024-01-05
WM-178,Jaguar I-PACE Gen3,Los Angeles,CA,34.0847,-118.2442,LOS-4,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,20208,3293,4.92,90.5,3,COMFORT_COMPLAINT,8,2026-03-04,2026-08-26,2025-01-20
WM-179,Jaguar I-PACE Gen4,Los Angeles,CA,34.0038,-118.2008,LOS-1,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,82205,3791,4.36,89.1,3,COMFORT_COMPLAINT,87,2026-03-08,2026-06-25,2025-07-08
WM-180,Jaguar I-PACE Gen2,Austin,TX,30.2837,-97.7282,AUSTIN-3,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,25290,3913,4.55,90.9,2,LIDAR_DESYNC,35,2026-06-02,2026-09-10,2025-10-24
WM-181,Jaguar I-PACE Gen3,Austin,TX,30.2691,-97.7486,AUSTIN-1,INSPECTION,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,64260,2984,3.9,89.5,1,GNSS_DROPOUT,0,2026-05-17,2026-08-19,2025-12-08
WM-182,Jaguar I-PACE Gen2,Los Angeles,CA,34.0405,-118.2124,LOS-3,GROUNDED,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,70613,590,4.06,98.1,2,GNSS_DROPOUT,13,2026-05-31,2026-07-29,2025-08-02
WM-183,Jaguar I-PACE Gen4,Phoenix,AZ,33.4844,-112.1153,PHOENIX-4,ACTIVE,weimo-av-4.2.1,LiDAR-4 + Camera-24 + Radar-4,87995,2962,3.99,95.1,3,COMFORT_COMPLAINT,27,2026-03-25,2026-07-08,2025-09-05
WM-184,Jaguar I-PACE Gen2,Phoenix,AZ,33.4584,-112.0632,PHOENIX-1,GROUNDED,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,54076,2058,4.16,90.9,5,LIDAR_DESYNC,31,2026-05-09,2026-09-09,2024-01-09
WM-185,Jaguar I-PACE Gen4,San Francisco,CA,37.749,-122.4056,SAN-2,GROUNDED,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,75862,2785,4.39,93.7,1,SOFTWARE_BUG,37,2026-03-23,2026-06-25,2025-10-05
WM-186,Jaguar I-PACE Gen3,Seattle,WA,47.5579,-122.3753,SEATTLE-4,ACTIVE,weimo-av-4.3.0,LiDAR-6 + Camera-32 + Radar-8,58703,3825,4.76,99.0,0,SOFTWARE_BUG,46,2026-04-05,2026-07-11,2025-03-23
WM-187,Jaguar I-PACE Gen2,Phoenix,AZ,33.46,-112.0963,PHOENIX-1,ACTIVE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,90388,3218,4.38,95.4,4,SOFTWARE_BUG,54,2026-03-16,2026-08-09,2025-02-02
WM-188,Jaguar I-PACE Gen2,San Francisco,CA,37.8174,-122.4578,SAN-2,MAINTENANCE,weimo-av-4.3.1,LiDAR-5 + Camera-29 + Radar-6,59213,2702,4.53,88.7,0,GNSS_DROPOUT,39,2026-03-16,2026-08-13,2024-03-30
WM-189,Jaguar I-PACE Gen3,Seattle,WA,47.6312,-122.2948,SEATTLE-3,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,23655,351,4.61,89.9,1,AEB_FALSE_TRIGGER,20,2026-04-11,2026-08-02,2025-08-18
WM-190,Jaguar I-PACE Gen3,San Francisco,CA,37.7416,-122.4537,SAN-3,ACTIVE,weimo-av-4.2.1,LiDAR-6 + Camera-32 + Radar-8,42465,3217,4.92,88.6,4,GNSS_DROPOUT,63,2026-04-16,2026-08-23,2025-09-02
WM-191,Jaguar I-PACE Gen4,Seattle,WA,47.5741,-122.2861,SEATTLE-3,INSPECTION,weimo-av-4.3.0,LiDAR-5 + Camera-29 + Radar-6,74692,310,3.85,92.4,1,AEB_FALSE_TRIGGER,31,2026-06-08,2026-08-18,2025-11-10
WM-192,Jaguar I-PACE Gen4,Seattle,WA,47.6464,-122.3642,SEATTLE-3,GROUNDED,weimo-av-4.4.0-beta,LiDAR-4 + Camera-24 + Radar-4,37427,1618,4.09,89.4,6,COMFORT_COMPLAINT,34,2026-02-28,2026-06-28,2024-07-06
WM-193,Jaguar I-PACE Gen2,San Francisco,CA,37.7989,-122.4451,SAN-2,ACTIVE,weimo-av-4.3.1,LiDAR-6 + Camera-32 + Radar-8,48723,1640,3.9,91.4,2,NONE,,2026-06-12,2026-08-05,2024-12-04
WM-194,Jaguar I-PACE Gen2,Seattle,WA,47.6321,-122.3445,SEATTLE-1,ACTIVE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,27735,326,4.87,98.9,0,AEB_FALSE_TRIGGER,29,2026-04-05,2026-08-02,2025-02-05
WM-195,Jaguar I-PACE Gen4,San Francisco,CA,37.7662,-122.3798,SAN-2,ACTIVE,weimo-av-4.4.0-beta,LiDAR-5 + Camera-29 + Radar-6,72491,545,4.92,98.3,4,LIDAR_DESYNC,35,2026-06-02,2026-06-24,2024-09-03
WM-196,Jaguar I-PACE Gen2,San Francisco,CA,37.8175,-122.4301,SAN-2,MAINTENANCE,weimo-av-4.3.0,LiDAR-4 + Camera-24 + Radar-4,91521,3658,4.25,91.4,2,AEB_FALSE_TRIGGER,55,2026-03-21,2026-07-05,2025-01-16
WM-197,Jaguar I-PACE Gen3,Los Angeles,CA,34.0143,-118.2579,LOS-4,ACTIVE,weimo-av-4.2.1,LiDAR-5 + Camera-29 + Radar-6,34569,857,4.7,93.4,3,GNSS_DROPOUT,19,2026-05-31,2026-07-10,2025-05-18
